   1.5048304e+00	   2.0321095e+00	   3.1291117e+00	
  -2.6942447e-01	   2.8880377e+00	   7.6022363e+00	
  -1.9988672e+00	  -4.9133254e+00	  -3.9218010e+00	
   4.7222894e+00	  -2.4945642e+00	  -4.2192204e+01	
  -1.6676045e+00	  -4.0679359e+00	  -6.0631005e+00	
   5.2734325e-01	   2.8461174e+00	   1.0530144e+01	
  -3.7856132e+00	  -4.8398088e+00	   9.2827686e+00	
   5.5758993e+00	   3.3466513e+00	   1.7604367e+01	
   4.2939246e+00	  -4.3082792e+00	  -5.6868238e+01	
  -3.4627699e+00	  -3.0992379e+00	   6.0644712e+00	
   2.0335949e-01	  -4.2285740e+00	  -1.9971753e+01	
  -5.3863756e+00	   2.5081718e+00	   9.6783993e+00	
  -1.0308371e+00	  -3.5403739e+00	  -1.1033381e+01	
  -1.9735151e+00	  -1.0984906e+00	   1.4219544e+00	
  -1.8323011e+00	  -4.0894187e-01	   1.0907467e+00	
  -5.4095639e+00	  -3.0098211e+00	   2.1012588e+01	
  -3.2265877e+00	  -1.7633168e+00	   6.8738901e+00	
  -3.4625053e+00	   4.5829084e+00	   8.7019323e+00	
  -3.5471138e+00	  -3.4202635e+00	   8.8148801e+00	
   2.4235611e+00	   2.1596857e+00	   6.7831726e+00	
  -3.8195122e+00	  -2.6505945e+00	   9.8700716e+00	
  -2.0540262e+00	   3.1117806e+00	   1.0016974e+01	
  -2.9478066e+00	   2.8425159e+00	   5.2579149e+00	
   2.2546871e-01	   2.4285368e+00	   8.0906907e+00	
   8.3580767e-01	   2.4255912e+00	   5.7249926e+00	
  -3.0966032e+00	  -4.1363827e+00	   4.1733334e+00	
  -4.1343697e+00	  -1.9568349e+00	   1.2615728e+01	
   4.2698266e+00	  -4.2130229e-01	  -1.8530592e+01	
  -2.7228028e+00	   4.4277414e-01	   6.2252101e+00	
   4.4535379e-01	  -7.5050280e-01	  -6.3441725e+00	
   1.6876133e+00	  -2.7525189e+00	  -2.5594819e+01	
   4.4042908e+00	  -1.4362044e+00	  -3.1480209e+01	
   5.6672264e+00	  -4.1215713e+00	  -6.6896297e+01	
   8.5437655e-01	  -7.9611609e-01	  -1.1166420e+01	
   3.1834654e+00	  -4.4550052e+00	  -4.8335093e+01	
   2.5079475e+00	   4.9840002e+00	   2.4167982e+01	
   5.5920859e+00	  -3.1020355e+00	  -5.7088041e+01	
   1.5420116e+00	  -2.3101039e+00	  -2.1673897e+01	
   5.6290153e-01	  -3.9102430e+00	  -2.5750035e+01	
   7.4166215e-01	   4.5046723e+00	   1.9254911e+01	
  -3.5886471e+00	   1.5746117e+00	   6.8856632e+00	
   2.0946961e+00	   3.7689695e+00	   1.6390827e+01	
  -3.7958750e+00	   4.1222384e+00	   8.2857928e+00	
   1.7078434e+00	  -4.7109629e+00	  -4.0207374e+01	
  -7.4805055e-01	  -4.2730757e-01	  -3.5375226e+00	
   2.0592363e+00	  -7.5032804e-01	  -1.4297507e+01	
   4.0797543e+00	  -1.2468833e-01	  -1.5797611e+01	
   3.4897560e+00	   4.0811949e+00	   2.0856284e+01	
   3.1913809e+00	   4.0269265e+00	   1.6673134e+01	
   5.8189306e-01	   1.2924338e+00	   2.0585017e+00	
  -5.8682350e+00	   3.6530716e+00	   6.2018132e+00	
   3.7118716e+00	   1.6728998e+00	  -2.8088403e+00	
   3.7709073e+00	  -1.4870947e+00	  -3.0353809e+01	
   1.8122978e+00	  -2.7581806e+00	  -2.7071461e+01	
  -5.3538599e+00	  -3.2898229e+00	   2.3964117e+01	
  -6.7807926e-01	  -4.9595210e+00	  -1.6523933e+01	
  -2.4184312e+00	  -1.1298209e-01	   5.9817589e+00	
  -8.1037939e-01	  -1.9367595e-01	   5.8102447e-01	
   5.9462645e+00	  -2.2263804e+00	  -4.7082271e+01	
   5.4891712e+00	   2.6697838e+00	   8.5720460e+00	
   1.4924598e+00	   2.5540813e+00	   6.9755648e+00	
