  -1.9212312e+00	  -2.1246786e+00	  -1.8688738e+01	
   1.9043748e+00	   2.9327427e+00	   1.5660592e+01	
  -1.5379862e+00	  -2.7213363e+00	  -1.9281434e+01	
   2.9966730e+00	   4.6664817e-01	   1.1661998e+00	
   2.8624686e+00	  -1.7043315e+00	  -9.6587758e+00	
  -2.0100256e+00	   1.7212295e+00	   2.2113220e+00	
   3.2137905e+00	   1.9957015e+00	   9.9955882e+00	
  -2.7759607e+00	   7.4189370e-01	  -4.6715373e-01	
  -3.6756246e+00	   1.9910215e+00	   2.2863100e+00	
  -5.5249961e+00	   4.0226561e+00	   1.0675125e+01	
  -1.2821319e+00	  -1.0190763e-01	  -5.4391115e+00	
   2.9053211e+00	  -2.3550240e+00	  -1.2895535e+01	
   2.7486802e+00	   1.8877038e+00	   1.1721316e+01	
  -1.7316492e-01	   3.3835699e+00	   1.4467322e+01	
  -4.4301424e+00	   4.7380417e+00	   1.6386537e+01	
   2.2467241e+00	   3.7400678e+00	   1.6845502e+01	
  -2.8224777e+00	  -1.1142914e+00	  -1.3116784e+01	
  -1.6144666e+00	  -4.3138057e+00	  -2.8399939e+01	
   5.6062879e+00	   8.8664382e-01	   9.8426043e+00	
  -5.9594334e+00	   1.6598368e+00	  -2.7021390e+00	
  -9.4320711e-01	  -2.3120903e+00	  -1.7187434e+01	
   3.1808887e+00	   1.3326153e+00	   9.0406055e+00	
  -2.0115279e+00	   2.7544245e+00	   9.2117360e+00	
  -5.8850046e+00	   1.4590778e+00	  -4.6825807e+00	
   4.6023270e+00	   1.4649484e+00	   1.1167717e+01	
   4.7694291e+00	  -2.1025963e+00	  -9.1794133e+00	
  -5.0319541e+00	   2.8847708e+00	   4.6140040e+00	
   2.9736015e+00	  -2.0928410e+00	  -1.1821761e+01	
  -5.7810481e+00	   4.6037552e+00	   1.5534449e+01	
  -5.0301851e+00	  -7.8972225e-01	  -1.3014577e+01	
  -2.6736417e+00	  -5.3073952e-01	  -1.0501373e+01	
   2.1273982e+00	  -1.4473138e+00	  -9.3092769e+00	
  -2.1602239e+00	  -2.2373463e+00	  -1.5471176e+01	
  -5.5024071e+00	   4.5249657e+00	   1.3789891e+01	
   2.0212973e+00	  -1.8467190e+00	  -8.8434718e+00	
   8.7672119e-01	  -2.4192092e+00	  -1.2708834e+01	
  -3.8600755e+00	  -4.5187791e+00	  -3.0329622e+01	
   3.4179184e-01	  -2.0492254e+00	  -1.3486838e+01	
   5.3947830e+00	  -3.8613757e+00	  -1.7249145e+01	
   5.4165142e+00	   2.4501760e+00	   1.6005804e+01	
  -4.8588329e+00	  -2.3633216e+00	  -2.0985511e+01	
   3.2544987e+00	   3.4129698e+00	   2.0070056e+01	
  -8.8046747e-01	   2.5979525e+00	   9.3192066e+00	
  -1.3609381e+00	  -2.4470219e+00	  -1.9033676e+01	
   5.0302908e+00	   1.9215011e+00	   1.2768289e+01	
   3.6792177e-01	  -4.0428617e+00	  -2.6102982e+01	
  -3.3773075e+00	   2.1655554e+00	   1.6623958e+00	
  -2.5713831e+00	   1.4368870e+00	   1.6368647e+00	
  -2.6409050e+00	   3.8471330e+00	   1.2173579e+01	
